"MONEXCR BFD","2015-12-07",1.59665
"MONEXCR BFD","2015-12-04",1.59673
"MONEXCR BFD","2015-12-03",1.61184
"MONEXCR BFD","2015-12-02",1.63031
"MONEXCR BFD","2015-12-01",1.60948
"MONEXCR BFD","2015-11-30",1.63973
"IXEESP BF2","2015-12-31",1.42865
"IXEESP BF2","2015-12-30",1.42971
"IXEESP BF2","2015-12-29",1.4306
"IXEESP BF2","2015-12-28",1.43128
"IXEESP BF2","2015-12-24",1.43205
"IXEESP BF2","2015-12-23",1.42904
"IXEESP BF2","2015-12-22",1.41678
"IXEESP BF2","2015-12-21",1.42447
"IXEESP BF2","2015-12-18",1.4393
"IXEESP BF2","2015-12-17",1.43206
"IXEESP BF2","2015-12-16",1.41455
"IXEESP BF2","2015-12-15",1.38837
"IXEESP BF2","2015-12-14",1.39066
"IXEESP BF2","2015-12-11",1.40459
"IXEESP BF2","2015-12-09",1.4104
"IXEESP BF2","2015-12-08",1.42142
"IXEESP BF2","2015-12-07",1.41994
"IXEESP BF2","2015-12-04",1.4146
"IXEESP BF2","2015-12-03",1.42109
"IXEESP BF2","2015-12-02",1.43283
"IXEESP BF2","2015-12-01",1.4143
"IXEESP BF2","2015-11-30",1.43392
"ELITE-C B1","2015-12-31",8.46829
"ELITE-C B1","2015-12-30",8.46306
"ELITE-C B1","2015-12-29",8.45761
"ELITE-C B1","2015-12-28",8.46203
"ELITE-C B1","2015-12-24",8.45196
"ELITE-C B1","2015-12-23",8.44134
"ELITE-C B1","2015-12-22",8.43732
"ELITE-C B1","2015-12-21",8.43661
"ELITE-C B1","2015-12-18",8.44893
"ELITE-C B1","2015-12-17",8.4502
"ELITE-C B1","2015-12-16",8.42634
"ELITE-C B1","2015-12-15",8.42385
"ELITE-C B1","2015-12-14",8.43554
"ELITE-C B1","2015-12-11",8.43526
"ELITE-C B1","2015-12-09",8.44415
"ELITE-C B1","2015-12-08",8.45085
"ELITE-C B1","2015-12-07",8.43406
"ELITE-C B1","2015-12-04",8.44008
"ELITE-C B1","2015-12-03",8.44353
"ELITE-C B1","2015-12-02",8.44188
"ELITE-C B1","2015-12-01",8.43848
"ELITE-C B1","2015-11-30",8.4401
