Date,Open,High,Low,Close,Volume,Adj Close
2015-12-31,1.59619,1.59619,1.59619,1.59619,000,1.59619
2015-12-30,1.61099,1.61099,1.61099,1.61099,000,1.61099
2015-12-29,1.61129,1.61129,1.61129,1.61129,000,1.61129
2015-12-28,1.61495,1.61495,1.61495,1.61495,000,1.61495
2015-12-24,1.61738,1.61738,1.61738,1.61738,000,1.61738
2015-12-23,1.60845,1.60845,1.60845,1.60845,000,1.60845
2015-12-22,1.60108,1.60108,1.60108,1.60108,000,1.60108
2015-12-21,1.59472,1.59472,1.59472,1.59472,000,1.59472
2015-12-18,1.61582,1.61582,1.61582,1.61582,000,1.61582
2015-12-17,1.61082,1.61082,1.61082,1.61082,000,1.61082
2015-12-16,1.59262,1.59262,1.59262,1.59262,000,1.59262
2015-12-15,1.55732,1.55732,1.55732,1.55732,000,1.55732
2015-12-14,1.56022,1.56022,1.56022,1.56022,000,1.56022
2015-12-11,1.57664,1.57664,1.57664,1.57664,000,1.57664
2015-12-09,1.5689,1.5689,1.5689,1.5689,000,1.5689
2015-12-08,1.58388,1.58388,1.58388,1.58388,000,1.58388
2015-12-07,1.59665,1.59665,1.59665,1.59665,000,1.59665
2015-12-04,1.59673,1.59673,1.59673,1.59673,000,1.59673
2015-12-03,1.61184,1.61184,1.61184,1.61184,000,1.61184
2015-12-02,1.63031,1.63031,1.63031,1.63031,000,1.63031
2015-12-01,1.60948,1.60948,1.60948,1.60948,000,1.60948
2015-11-30,1.63973,1.63973,1.63973,1.63973,000,1.63973
